,id,timestamp,latitude,longitude,speed,direction
55,A0000,1288544295,39.80024338,116.5743027,0,352
56,A0000,1288544355,39.80025482,116.5743027,0,352
57,A0000,1288544415,39.80026627,116.5743179,0,352
58,A0000,1288544475,39.80025864,116.5743179,0,352
59,A0000,1288544535,39.80025482,116.5743179,0,352
60,A0000,1288544596,39.80025101,116.5743179,0,352
61,A0000,1288544656,39.80025864,116.5743179,0,352
62,A0000,1288544716,39.80025101,116.5743179,0,352
63,A0000,1288544777,39.8002739,116.5743332,0,352
64,A0000,1288544837,39.80028152,116.5743332,0,352
65,A0000,1288544897,39.80028152,116.5743484,0,352
66,A0000,1288544958,39.80024338,116.5743484,0,352
67,A0000,1288545018,39.80018997,116.5743332,0,26
68,A0000,1288545078,39.8001976,116.5743332,0,26
69,A0000,1288545139,39.80022049,116.5743332,0,26
70,A0000,1288545199,39.80020905,116.5743332,0,26
71,A0000,1288545259,39.80012131,116.5743027,0,26
72,A0000,1288545319,39.80011368,116.5743027,0,26
73,A0000,1288545380,39.80010223,116.5742798,0,26
74,A0000,1288545440,39.80008316,116.5742798,0,26
75,A0000,1288545500,39.80008698,116.5742798,0,212
76,A0000,1288545560,39.80012512,116.5742798,0,212
77,A0000,1288545621,39.80012894,116.5742645,0,212
78,A0000,1288545681,39.80013657,116.5742798,0,212
79,A0000,1288545742,39.80015564,116.5742798,0,212
80,A0000,1288545802,39.80015564,116.5742645,0,212
81,A0000,1288545862,39.80015945,116.5742798,0,212
82,A0000,1288545922,39.80018234,116.5742798,0,212
83,A0000,1288545983,39.80017853,116.5742645,0,212
84,A0000,1288546103,39.80021286,116.5743027,0,212
85,A0000,1288546163,39.80021667,116.5743179,0,212
86,A0000,1288546223,39.80020523,116.5743027,0,212
87,A0000,1288546284,39.80020142,116.5743027,0,212
88,A0000,1288546344,39.8001976,116.5743027,0,212
89,A0000,1288546404,39.8001976,116.5742798,0,212
90,A0000,1288546464,39.80019379,116.5742798,0,212
91,A0000,1288546525,39.80019379,116.5742798,0,212
92,A0000,1288546585,39.8001976,116.5742798,0,212
93,A0000,1288546645,39.80018997,116.5742798,0,212
94,A0000,1288546706,39.80018997,116.5742798,0,212
95,A0000,1288546766,39.80017853,116.5742798,0,212
96,A0000,1288546826,39.8001709,116.5742645,0,212
97,A0000,1288546886,39.80016708,116.5742798,0,212
98,A0000,1288546947,39.80015564,116.5742798,0,212
99,A0000,1288547007,39.80015564,116.5742798,0,212
100,A0000,1288547067,39.80014801,116.5742798,0,212
101,A0000,1288547128,39.80015564,116.5742798,0,212
102,A0000,1288547188,39.80015945,116.5743027,0,212
103,A0000,1288547248,39.80015564,116.5742798,0,212
104,A0000,1288547309,39.80016708,116.5743027,0,212
105,A0000,1288547369,39.80017471,116.5743027,0,212
106,A0000,1288547429,39.8001709,116.5743027,0,212
107,A0000,1288547489,39.8001709,116.5743027,0,212
108,A0000,1288547549,39.80016708,116.5743027,0,212
109,A0000,1288547610,39.80015945,116.5743027,0,212
110,A0000,1288547670,39.80015564,116.5743027,0,212
111,A0000,1288547730,39.80015182,116.5743027,0,212
112,A0000,1288547791,39.80015945,116.5743027,0,212
113,A0000,1288547851,39.80016327,116.5743027,0,212
114,A0000,1288547911,39.8001709,116.5743179,0,212
115,A0000,1288547972,39.80017853,116.5743179,0,212
116,A0000,1288548032,39.80017853,116.5743179,0,212
117,A0000,1288548092,39.80018997,116.5743179,0,212
118,A0000,1288548152,39.80020142,116.5743179,0,212
119,A0000,1288548213,39.80020142,116.5743332,0,212
120,A0000,1288548273,39.80021286,116.5743484,0,212
121,A0000,1288548333,39.80020523,116.5743484,0,212
122,A0000,1288548394,39.80021286,116.5743484,0,212
123,A0000,1288548454,39.80021667,116.5743637,0,212
124,A0000,1288548514,39.80021286,116.5743637,0,212
125,A0000,1288548575,39.80020905,116.5743637,0,212
126,A0000,1288548635,39.80020142,116.5743637,0,212
127,A0000,1288548695,39.80020905,116.5743637,0,212
128,A0000,1288548756,39.80020905,116.5743637,0,212
129,A0000,1288548816,39.80018997,116.5743484,0,212
130,A0000,1288548876,39.80017853,116.5743484,0,212
131,A0000,1288548936,39.80017853,116.5743484,0,212
132,A0000,1288548997,39.8001709,116.5743332,0,212
133,A0000,1288549057,39.8001709,116.5743332,0,212
134,A0000,1288549117,39.80016708,116.5743332,0,212
135,A0000,1288549178,39.80016708,116.5743179,0,212
136,A0000,1288549238,39.8001709,116.5743179,0,212
137,A0000,1288549298,39.80016708,116.5743027,0,212
138,A0000,1288549358,39.80015182,116.5743027,0,212
139,A0000,1288549418,39.80013657,116.5743027,0,212
140,A0000,1288549479,39.80014038,116.5743179,0,212
141,A0000,1288549539,39.8001442,116.5743179,0,212
142,A0000,1288549599,39.80013657,116.5743027,0,212
143,A0000,1288549659,39.80013275,116.5743027,0,212
144,A0000,1288549720,39.80013657,116.5743027,0,212
145,A0000,1288549780,39.8001442,116.5743179,0,212
146,A0000,1288549840,39.8001442,116.5743179,0,212
147,A0000,1288549900,39.80015182,116.5743179,0,212
148,A0000,1288549961,39.80014038,116.5743179,0,212
149,A0000,1288550021,39.80013657,116.5743179,0,212
150,A0000,1288550081,39.80012512,116.5743179,0,212
151,A0000,1288550141,39.80012512,116.5743179,0,212
152,A0000,1288550201,39.80010986,116.5743027,0,212
153,A0000,1288550262,39.80007935,116.5742493,0,212
154,A0000,1288550322,39.80006409,116.574234,0,212
155,A0000,1288550382,39.80007553,116.5742493,0,212
156,A0000,1288550443,39.80008698,116.5742493,0,212
157,A0000,1288550503,39.80009079,116.5742493,0,212
158,A0000,1288550563,39.8000946,116.5742493,0,212
159,A0000,1288550623,39.8000946,116.5742493,0,212
160,A0000,1288550684,39.8000946,116.5742493,0,212
161,A0000,1288550744,39.80009842,116.5742493,0,212
162,A0000,1288550804,39.80010223,116.5742493,0,212
163,A0000,1288550864,39.80009842,116.5742493,0,212
164,A0000,1288550925,39.80009842,116.5742493,0,212
165,A0000,1288550985,39.8000946,116.5742493,0,212
166,A0000,1288551045,39.80009079,116.5742493,0,212
167,A0000,1288551105,39.80008698,116.5742493,0,212
168,A0000,1288551166,39.8000946,116.5742493,0,212
169,A0000,1288551226,39.80008698,116.5742493,0,212
170,A0000,1288551286,39.80009079,116.5742493,0,212
171,A0000,1288551346,39.80008698,116.5742645,0,212
172,A0000,1288551407,39.8000946,116.5742645,0,212
173,A0000,1288551467,39.80009842,116.5742645,0,212
174,A0000,1288551527,39.80009842,116.5742493,0,212
175,A0000,1288551587,39.80010223,116.574234,0,212
176,A0000,1288551647,39.80010986,116.5742493,0,212
177,A0000,1288551708,39.80010986,116.5742493,0,212
178,A0000,1288551768,39.80011749,116.5742493,0,212
179,A0000,1288551828,39.80011749,116.5742493,0,212
180,A0000,1288551889,39.80012512,116.5742493,0,212
181,A0000,1288551949,39.80013275,116.5742493,0,212
182,A0000,1288552009,39.80012512,116.574234,0,212
183,A0000,1288552069,39.80012131,116.5742493,0,212
184,A0000,1288552130,39.80012131,116.5742493,0,212
185,A0000,1288552190,39.80010605,116.574234,0,212
186,A0000,1288552250,39.80009842,116.5742493,0,212
187,A0000,1288552310,39.80010223,116.5742493,0,212
188,A0000,1288552370,39.80008698,116.574234,0,212
189,A0000,1288552431,39.80008698,116.574234,0,212
190,A0000,1288552491,39.79944992,116.5743332,0,178
191,A0000,1288552551,39.79960251,116.5743179,0,178
192,A0000,1288552612,39.79972839,116.5743179,0,178
193,A0000,1288552672,39.79981232,116.5743179,6,354
194,A0000,1288552732,39.7999382,116.5743027,0,354
195,A0000,1288552793,39.80014038,116.5742798,0,350
196,A0000,1288552853,39.79992294,116.5742798,0,358
197,A0000,1288552913,39.80001831,116.5742798,0,358
198,A0000,1288552973,39.80012131,116.5742645,0,358
199,A0000,1288553034,39.80017853,116.5742645,0,358
200,A0000,1288553094,39.80023193,116.5742493,0,358
201,A0000,1288553154,39.80030823,116.574234,0,352
202,A0000,1288553214,39.8003273,116.574234,0,352
203,A0000,1288553275,39.80033493,116.574234,0,352
204,A0000,1288553335,39.80034637,116.574234,0,352
205,A0000,1288553395,39.80035782,116.574234,0,352
206,A0000,1288553455,39.80051041,116.5742188,0,352
207,A0000,1288553516,39.80044937,116.574234,0,352
208,A0000,1288553576,39.80045319,116.574234,0,352
209,A0000,1288553636,39.80046844,116.574234,2,184
210,A0000,1288553696,39.80052185,116.574234,0,180
211,A0000,1288553757,39.80052948,116.574234,0,180
212,A0000,1288553817,39.80069733,116.574234,0,0
213,A0000,1288553878,39.80062485,116.574234,0,0
214,A0000,1288553938,39.80062485,116.5742493,0,0
215,A0000,1288553998,39.80063248,116.5742493,0,0
216,A0000,1288554058,39.80050278,116.5742645,0,192
217,A0000,1288554119,39.80047989,116.5742645,4,188
218,A0000,1288554179,39.80073166,116.5743027,0,186
219,A0000,1288554239,39.80079269,116.5743179,4,16
220,A0000,1288554300,39.80062103,116.5743332,0,14
221,A0000,1288554360,39.80057907,116.5743332,0,14
222,A0000,1288554420,39.80049896,116.5743332,0,12
223,A0000,1288554480,39.80043411,116.5743179,0,12
224,A0000,1288554541,39.79976654,116.5740967,2,28
225,A0000,1288554601,39.79973984,116.5741196,0,18
226,A0000,1288554661,39.79973602,116.5741196,0,18
227,A0000,1288554722,39.79975128,116.5741348,0,22
228,A0000,1288554782,39.79977036,116.5741348,0,22
229,A0000,1288554842,39.79973984,116.5741196,2,20
230,A0000,1288554902,39.79980469,116.5741348,0,20
231,A0000,1288554963,39.7998848,116.5741806,0,20
232,A0000,1288555023,39.7999382,116.5742188,0,20
233,A0000,1288555083,39.79998016,116.574234,0,20
234,A0000,1288555143,39.80001068,116.5742645,0,18
235,A0000,1288555204,39.8000412,116.5742645,0,18
236,A0000,1288555264,39.80005646,116.5742798,0,18
237,A0000,1288555324,39.80007553,116.5743027,0,18
238,A0000,1288555384,39.80009842,116.5743027,0,18
239,A0000,1288555445,39.80012131,116.5743179,0,18
240,A0000,1288555505,39.80013657,116.5743332,0,18
241,A0000,1288555562,39.80013657,116.5743179,0,18
242,A0000,1288555686,39.8001442,116.5743179,0,18
243,A0000,1288555746,39.80014801,116.5743332,0,18
244,A0000,1288555806,39.80014801,116.5743179,0,18
245,A0000,1288555866,39.80015182,116.5743179,0,18
246,A0000,1288555926,39.80015182,116.5743179,0,18
247,A0000,1288555987,39.80015945,116.5743179,0,18
248,A0000,1288556047,39.80016327,116.5743179,0,18
249,A0000,1288556103,39.80016327,116.5743179,0,18
250,A0000,1288556168,39.8001709,116.5743332,0,18
251,A0000,1288556228,39.80018234,116.5743332,0,18
252,A0000,1288556288,39.8001976,116.5743332,0,18
253,A0000,1288556349,39.80020523,116.5743484,0,18
254,A0000,1288556409,39.80021667,116.5743484,0,18
255,A0000,1288556469,39.80022812,116.5743484,0,18
256,A0000,1288556529,39.80023193,116.5743484,0,18
257,A0000,1288556588,39.8002243,116.5743332,0,18
258,A0000,1288556647,39.80022812,116.5743332,0,18
259,A0000,1288556710,39.80022049,116.5743332,0,18
260,A0000,1288556770,39.8002243,116.5743332,0,18
261,A0000,1288556831,39.80022049,116.5743332,0,18
262,A0000,1288556891,39.80022049,116.5743332,0,18
263,A0000,1288556951,39.8002243,116.5743332,0,18
264,A0000,1288557012,39.8002243,116.5743332,0,18
265,A0000,1288557072,39.8002243,116.5743332,0,18
266,A0000,1288557132,39.80021667,116.5743179,0,18
267,A0000,1288557192,39.80021286,116.5743179,0,18
268,A0000,1288557253,39.80020523,116.5743179,0,18
269,A0000,1288557313,39.80020142,116.5743179,0,18
270,A0000,1288557373,39.80020142,116.5743179,0,18
271,A0000,1288557434,39.80019379,116.5743179,0,18
272,A0000,1288557493,39.80018997,116.5743027,0,18
273,A0000,1288557554,39.80018616,116.5743027,0,18
274,A0000,1288557614,39.80017853,116.5743027,0,18
275,A0000,1288557672,39.80017853,116.5743027,0,18
276,A0000,1288557735,39.80017471,116.5743027,0,18
277,A0000,1288557795,39.80017853,116.5743027,0,18
278,A0000,1288557855,39.8001709,116.5743027,0,18
279,A0000,1288557915,39.80017471,116.5743027,0,18
280,A0000,1288557976,39.80017471,116.5743027,0,18
281,A0000,1288558035,39.8001709,116.5743027,0,18
282,A0000,1288558091,39.80016327,116.5743027,0,18
283,A0000,1288558156,39.80015945,116.5743027,0,18
284,A0000,1288558214,39.80015564,116.5743027,0,18
285,A0000,1288558272,39.80015945,116.5743027,0,18
286,A0000,1288558337,39.80015182,116.5743027,0,18
287,A0000,1288558397,39.80015564,116.5742798,0,18
288,A0000,1288558455,39.80014801,116.5742798,0,18
289,A0000,1288558518,39.80014038,116.5742798,0,18
290,A0000,1288558578,39.80014038,116.5742798,0,18
291,A0000,1288558638,39.80014801,116.5742645,0,18
292,A0000,1288558698,39.80014801,116.5742645,0,18
293,A0000,1288558756,39.80014801,116.5742645,0,18
294,A0000,1288558817,39.8001442,116.5742645,0,18
295,A0000,1288558879,39.80014801,116.5742645,0,18
296,A0000,1288558940,39.80015182,116.5742645,0,18
297,A0000,1288558998,39.80015564,116.5742645,0,18
298,A0000,1288559055,39.8001442,116.5742645,0,18
299,A0000,1288559119,39.8001442,116.5742645,0,18
300,A0000,1288559181,39.80014801,116.5742645,0,18
301,A0000,1288559236,39.80015182,116.5742645,0,18
302,A0000,1288559301,39.80014801,116.5742645,0,18
303,A0000,1288559361,39.80013657,116.5742798,0,18
304,A0000,1288559421,39.80013275,116.5742798,0,18
305,A0000,1288559482,39.80013657,116.5742798,0,18
306,A0000,1288559537,39.80013275,116.5742645,0,18
307,A0000,1288559602,39.80012894,116.5742645,0,18
308,A0000,1288559663,39.80013275,116.5742493,0,18
309,A0000,1288559723,39.80012512,116.5742645,0,18
310,A0000,1288559783,39.80011749,116.5742645,0,18
311,A0000,1288559839,39.80011368,116.574234,0,18
312,A0000,1288559904,39.80007935,116.5742493,0,18
313,A0000,1288559964,39.80007172,116.5742493,0,18
314,A0000,1288560024,39.80006027,116.5742493,0,18
315,A0000,1288560085,39.80007935,116.574234,0,18
316,A0000,1288560144,39.80008316,116.5742493,0,18
317,A0000,1288560205,39.80008698,116.574234,0,18
318,A0000,1288560265,39.80007935,116.574234,0,18
319,A0000,1288560326,39.80006409,116.5741806,0,18
320,A0000,1288560386,39.80007553,116.5741806,0,18
321,A0000,1288560446,39.80003357,116.5742188,0,18
322,A0000,1288560506,39.80005646,116.5741806,0,18
323,A0000,1288560567,39.80002594,116.5742035,0,144
324,A0000,1288560627,39.79998398,116.5741806,2,156
325,A0000,1288560686,39.79996109,116.5742035,0,158
326,A0000,1288560748,39.79989624,116.5742493,2,132
327,A0000,1288560807,39.7997551,116.5743866,2,150
328,A0000,1288560868,39.79953384,116.5744019,4,198
329,A0000,1288560923,39.79955673,116.5744171,0,140
330,A0000,1288561049,39.79982758,116.5743332,0,166
331,A0000,1288561109,39.79982758,116.5743484,0,166
332,A0000,1288561170,39.79983521,116.5743484,0,166
333,A0000,1288561230,39.79982376,116.5743637,0,166
334,A0000,1288561290,39.7998085,116.5743637,0,166
335,A0000,1288561350,39.79981995,116.5743484,2,162
336,A0000,1288561411,39.7998848,116.5743179,0,140
337,A0000,1288561471,39.7999649,116.5742645,2,150
338,A0000,1288561532,39.80063629,116.5740204,0,158
339,A0000,1288561592,39.80049133,116.5740662,0,164
340,A0000,1288561652,39.80044556,116.5741196,0,328
341,A0000,1288561713,39.80048752,116.5740967,0,164
342,A0000,1288561773,39.80028915,116.5742035,2,148
343,A0000,1288561833,39.80007172,116.5743027,0,158
344,A0000,1288561954,39.80010986,116.5742493,0,150
345,A0000,1288562014,39.8001442,116.5742493,0,160
346,A0000,1288562135,39.79938507,116.5746002,0,18
347,A0000,1288562195,39.79947662,116.5745697,0,18
348,A0000,1288562255,39.79934692,116.5745316,4,162
349,A0000,1288562376,39.79917145,116.5745316,0,348
350,A0000,1288562436,39.79925537,116.574501,0,162
351,A0000,1288562496,39.79934692,116.574501,0,162
352,A0000,1288562557,39.79944229,116.5744858,0,162
353,A0000,1288562617,39.7995224,116.5744476,0,162
354,A0000,1288562677,39.79958725,116.5744324,0,162
355,A0000,1288562737,39.79964447,116.5744171,0,162
356,A0000,1288562798,39.79967499,116.5744019,0,162
357,A0000,1288562858,39.79966736,116.5743866,2,162
358,A0000,1288562918,39.79969788,116.5743866,0,162
359,A0000,1288562979,39.79980087,116.5743179,0,188
360,A0000,1288563039,39.79987335,116.5742798,0,188
361,A0000,1288563099,39.79990387,116.5743027,0,188
362,A0000,1288563220,39.79994202,116.5743027,0,188
363,A0000,1288563280,39.7999649,116.5743027,0,188
364,A0000,1288563401,39.80004501,116.5743179,0,188
365,A0000,1288563461,39.80007172,116.5743179,0,188
366,A0000,1288563522,39.80007935,116.5743179,0,188
367,A0000,1288563582,39.80009842,116.5743179,0,188
368,A0000,1288563643,39.80011749,116.5743179,0,188
369,A0000,1288563703,39.80013657,116.5743179,0,188
370,A0000,1288563763,39.80015182,116.5743179,0,188
371,A0000,1288563824,39.80028152,116.5743484,0,200
372,A0000,1288563884,39.8002739,116.5743484,0,200
373,A0000,1288563944,39.80020523,116.5743332,0,10
374,A0000,1288564005,39.8002243,116.5743332,0,10
375,A0000,1288564065,39.80022049,116.5743332,0,10
376,A0000,1288564125,39.8002739,116.5743484,0,16
377,A0000,1288564186,39.80027008,116.5743484,0,16
378,A0000,1288564246,39.80024719,116.5743484,0,16
379,A0000,1288564306,39.80023575,116.5743484,0,16
380,A0000,1288564367,39.80022812,116.5743332,0,16
381,A0000,1288564427,39.80020523,116.5743332,0,16
382,A0000,1288564487,39.80017853,116.5743332,0,16
383,A0000,1288564548,39.80017853,116.5743332,0,16
384,A0000,1288564578,39.80017853,116.5743332,0,16
385,A0000,1288564579,39.80017853,116.5743332,0,16
386,A0000,1288564639,39.80017853,116.5743332,0,16
387,A0000,1288564700,39.80180359,116.5736008,38,270
388,A0000,1288564760,39.80187988,116.5663147,38,270
389,A0000,1288564820,39.80385971,116.5622635,54,324
390,A0000,1288564880,39.80918503,116.5666504,26,48
391,A0000,1288564993,39.81013489,116.5675659,0,40
392,A0000,1288565053,39.8101387,116.5675659,0,40
393,A0000,1288565114,39.81037521,116.5678329,13,80
394,A0000,1288565174,39.81735992,116.5735321,80,28
395,A0000,1288565235,39.82165527,116.5765152,32,30
396,A0000,1288565295,39.82752991,116.5783997,73,270
397,A0000,1288565355,39.83272171,116.5658493,91,294
398,A0000,1288565415,39.83892822,116.5495987,93,300
399,A0000,1288565458,39.84425735,116.5406342,73,336
400,A0000,1288565517,39.85453796,116.5435638,80,352
401,A0000,1288565575,39.86531067,116.5423203,54,2
402,A0000,1288565634,39.86804199,116.5428009,34,272
403,A0000,1288565647,39.86808014,116.5411835,54,268
404,A0000,1288565706,39.86856842,116.5273132,76,272
405,A0000,1288565746,39.86896896,116.5170517,76,274
406,A0000,1288565754,39.86906433,116.5149307,80,272
407,A0000,1288565812,39.86950684,116.501236,63,270
408,A0000,1288565819,39.8695488,116.5,43,274
409,A0000,1288565878,39.86989594,116.4876175,75,272
410,A0000,1288565937,39.87010193,116.4747314,39,270
411,A0000,1288565941,39.87010193,116.47435,38,270
412,A0000,1288566000,39.87008286,116.4722519,0,272
413,A0000,1288566059,39.87007904,116.4722519,0,272
414,A0000,1288566067,39.87007141,116.4718018,21,268
415,A0000,1288566127,39.86994171,116.4655685,28,264
416,A0000,1288566140,39.86988068,116.4646149,36,270
417,A0000,1288566199,39.86997986,116.4624176,0,328
418,A0000,1288566201,39.86997986,116.4624176,0,328
419,A0000,1288566213,39.86997986,116.4624176,0,328
420,A0000,1288566271,39.86995697,116.4571686,28,268
421,A0000,1288566295,39.86997604,116.4566498,0,264
422,A0000,1288566354,39.8699913,116.4562988,0,274
423,A0000,1288566413,39.86999893,116.4556503,0,262
424,A0000,1288566415,39.86999893,116.4556503,0,262
425,A0000,1288566473,39.87000275,116.4556503,0,262
426,A0000,1288566532,39.87001419,116.455452,0,264
427,A0000,1288566572,39.86946869,116.4543686,28,264
428,A0000,1288566631,39.86384583,116.4512482,60,222
429,A0000,1288566641,39.86286926,116.4500504,54,224
430,A0000,1288566700,39.85825729,116.4429169,49,246
431,A0000,1288566742,39.85769272,116.4394836,45,266
432,A0000,1288566801,39.85902786,116.4324646,56,354
433,A0000,1288566811,39.86013794,116.4323807,23,356
434,A0000,1288566868,39.86061096,116.4323807,0,2
435,A0000,1288566872,39.86061096,116.4323807,0,2
436,A0000,1288566988,39.86099243,116.4293518,4,254
437,A0000,1288567001,39.86103058,116.4287033,23,292
438,A0000,1288567060,39.86401749,116.427597,2,36
439,A0000,1288567064,39.86401749,116.427597,2,34
440,A0000,1288567122,39.86421967,116.4275513,12,12
441,A0000,1288567179,39.8645401,116.4306335,2,80
442,A0000,1288567238,39.86449814,116.4334641,26,86
443,A0000,1288567298,39.8645134,116.4361801,2,340
444,A0000,1288567304,39.8645134,116.4358368,23,272
445,A0000,1288567308,39.8645134,116.4356003,26,270
446,A0000,1288567366,39.86583328,116.433815,13,278
447,A0000,1288567427,39.86657715,116.4330673,2,4
448,A0000,1288567483,39.86832047,116.4331512,12,4
449,A0000,1288567545,39.86960602,116.4331512,13,272
450,A0000,1288567607,39.86980057,116.423317,71,272
451,A0000,1288567668,39.87001419,116.4126816,45,264
452,A0000,1288567735,39.87069702,116.4006195,52,268
453,A0000,1288567794,39.87025452,116.3896027,62,266
454,A0000,1288567854,39.86985016,116.3796692,32,264
455,A0000,1288567915,39.86896896,116.3683853,71,264
456,A0000,1288567976,39.86764145,116.3563309,63,258
457,A0000,1288568036,39.86725235,116.3479538,51,272
458,A0000,1288568096,39.86858749,116.343132,0,338
459,A0000,1288568156,39.86902618,116.3429642,0,352
460,A0000,1288568217,39.87108612,116.3430634,10,6
461,A0000,1288568277,39.87195587,116.3431854,6,4
462,A0000,1288568337,39.87315369,116.3432999,10,356
463,A0000,1288568398,39.87407303,116.3433151,2,356
464,A0000,1288568458,39.87556076,116.3432159,0,354
465,A0000,1288568518,39.87639618,116.343132,0,4
466,A0000,1288568579,39.87745285,116.3430862,0,354
467,A0000,1288568639,39.87918472,116.3429184,13,356
468,A0000,1288568699,39.88005066,116.342865,2,358
469,A0000,1288568759,39.88118744,116.3427658,2,356
470,A0000,1288568820,39.88231659,116.3427353,2,6
471,A0000,1288568879,39.88443756,116.3427658,25,0
472,A0000,1288568940,39.88574982,116.3427505,10,0
473,A0000,1288569001,39.88680649,116.3427811,4,358
474,A0000,1288569061,39.88793564,116.3427963,15,2
475,A0000,1288569182,39.88996887,116.3428802,19,6
476,A0000,1288569242,39.88838577,116.3394012,54,270
477,A0000,1288569363,39.88871765,116.3279648,12,266
478,A0000,1288569423,39.8887291,116.327301,2,272
479,A0000,1288569483,39.88869858,116.326416,2,282
480,A0000,1288569544,39.8887558,116.3258972,2,270
481,A0000,1288569604,39.88880157,116.325264,2,270
482,A0000,1288569664,39.88887024,116.3220978,10,284
483,A0000,1288569708,39.88977814,116.3218689,0,296
484,A0000,1288569712,39.88977814,116.3218689,0,296
485,A0000,1288569759,39.88975143,116.3218689,21,170
486,A0000,1288569770,39.88957977,116.3218307,15,176
487,A0000,1288569780,39.88918686,116.3218002,2,168
488,A0000,1288569791,39.8891716,116.321785,0,228
489,A0000,1288569850,39.88915253,116.3217697,0,228
490,A0000,1288569860,39.88915253,116.3217697,0,228
491,A0000,1288569919,39.88913727,116.321785,0,228
492,A0000,1288570075,39.88908386,116.3218002,0,228
493,A0000,1288570135,39.8890686,116.3217697,0,228
494,A0000,1288570138,39.8890686,116.3217697,0,228
495,A0000,1288570195,39.88905334,116.3217468,0,228
496,A0000,1288570253,39.88923645,116.321701,25,2
497,A0000,1288570256,39.88934708,116.3217316,13,12
498,A0000,1288570315,39.89036942,116.3216858,0,350
499,A0000,1288570375,39.8906517,116.3216629,2,338
500,A0000,1288570435,39.89061737,116.3218307,0,116
501,A0000,1288570495,39.89063263,116.3218689,0,116
502,A0000,1288570737,39.8932457,116.3209686,2,358
503,A0000,1288570797,39.89290619,116.3210526,0,76
504,A0000,1288570857,39.89271927,116.3211136,0,76
505,A0000,1288570918,39.89244843,116.3212509,2,356
506,A0000,1288571098,39.89591217,116.3079987,49,266
507,A0000,1288571159,39.89579391,116.2950668,65,268
508,A0000,1288571219,39.89577866,116.2819672,65,268
509,A0000,1288571284,39.89583206,116.2679367,62,270
510,A0000,1288571345,39.89583588,116.2556152,56,270
511,A0000,1288571405,39.89585495,116.2474136,2,260
512,A0000,1288571465,39.89586258,116.2474136,0,260
513,A0000,1288571526,39.89597321,116.2426529,58,270
514,A0000,1288571586,39.8959198,116.2327652,62,270
515,A0000,1288571647,39.89916229,116.2298508,32,356
516,A0000,1288571707,39.90102386,116.2296982,17,358
517,A0000,1288571767,39.901577,116.2297363,0,358
